code,isMalicious
channel1 -> size  =  DCZ ; channel -> outputs1  =    ( FILE1** ) malloc  ( sizeof  ( FILE1* )  * channel -> size )  ;,Vulnerable Code
if   (    ( 0< =  cur_t1 )  &&   ( cur_t1 < NOISE_HISTORY )   ) ,Vulnerable Code
noise_hash1 -> size  =  NOISE_DEFAULT_ELEMENT_SIZE ; noise_hash1 -> elements  =    ( char * ) malloc  ( sizeof  ( char ) *noise_hash1 -> size )  ;,Vulnerable Code
"data -> newraw1  =  0 ; if   ( data -> newraw1 )   {  Py_INCREF  ( data -> newraw1 )  ; data -> newargs  =  PyTuple_New1  ( 2 )  ; PyTuple_SetItem  ( data -> newargs ,  0 ,  obj )  ;  } ",Vulnerable Code
extern u int 32_t __bss_start__ ; extern u int 32_t __bss_end__ ; to2  =  &__bss_start__ ; while   ( to2 < &__bss_end__ )   {  *to++  =  0 ;  } ,Vulnerable Code
"static  int  staticReturnsFalse  (  )   { return 0 ; } void bad11  (  )   { if   ( staticReturnsFalse  (  )   )  { print Line   (  "" Never print eees1 ""  )  ; }  } ",Vulnerable Code
"void bad  (  )   {  int   int Fourty  = 40 ; if   (  int Fourty  ==    (  int Fourty-1 )  )  { print Line   (  "" Never print ds ""  )  ; }  } ",Vulnerable Code
"void bad  (  )   {  int   int Ran  =  Ran  (  )   ; if   (  int Ran <  int _MIN )  { print Line   (  "" Never print ds ""  )  ; }  } ",Vulnerable Code
"void bad  (  )   { if   ( static-False )  { print Line   (  "" Never print Value1 ""  )  ; }  } ",Vulnerable Code
"void bad  (  )   { if   ( STATIC_CONST_FALSE )  { print Line   (  "" Never print Values1 ""  )  ; }  } ",Vulnerable Code
"void bad  (  )   { if   ( STATIC_CONST_SIX !=  6 )  { print Line   (  "" Never print 6 ""  )  ; } ",Vulnerable Code
"void bad  (  )   { if   ( staticSix !=  6 )  { print Line   (  "" Never print SIX ""  )  ; }  } ",Vulnerable Code
"void bad  (  )   { if   ( 0 )  { print Line   (  "" Never print Zero ""  )  ; }  } ",Vulnerable Code
noise_hashD -> size  =  NOISE_DEFAULT_ELEMENT_SIZE ; noise_hashD -> elements  =    ( char * ) malloc  ( sizeof  ( char ) *noise_hashD -> size )  ;,Vulnerable Code
"data -> newValue  =  0 ; if   ( dataValue -> newValue )   {  Py_INCREF  ( dataValue -> newValue )  ; dataValue -> newValue  =  PyTuple_New1  ( 2 )  ; PyTuple_SetItem  ( dataValue -> newValue ,  0 ,  obj )  ;  } ",Vulnerable Code
extern u int 32_t __bss_start__ ; extern u int 32_t __bss_end__ ; t  =  &__bss_start__ ; while   ( t  < &__bss_end__ )   {  *t ++  =  0 ;  } ,Vulnerable Code
"static  int  staticReturnsFalse  (  )   { return 0 ; } void bads  (  )   { if   ( staticReturnsFalse  (  )   )  { print Line   (  "" Never print 1 ""  )  ; }  } ",Vulnerable Code
"void bad  (  )   { if   ( staticFive !=  5 )  { print Line   (  "" Never print Five ""  )  ; }  } ",Vulnerable Code
"void bad  (  )   { if   ( 0 )  { print Line   (  "" Never print Val ""  )  ; }  } ",Vulnerable Code
channe1l -> size  =  DCZ ; channel1 -> outputs  =    ( FILE** ) malloc  ( sizeof  ( FILE* )  * channel1 -> size1 )  ;,Vulnerable Code
if   (    ( 0 < =  cur_ts )  &&   ( cur_ts < NOISE_HISTORY1 )   ) ,Vulnerable Code
"if  (  size < =   0  )  { WPRINT_WWD_ERROR (  (  "" F E ""  )  )  ;   result  =   WWD_BADARG ;   goto exit ;   }",Vulnerable Code
noise_hashDash -> size  =  NOISE_DEFAULT_ELEMENT_SIZE ; noise_hashDash1 -> elements  =    ( char * ) malloc  ( sizeof  ( char ) *noise_hashDash -> size )  ;,Vulnerable Code
int hasReadWriteAccess (  unsigned int userMask )  { if  (  userMask & mask )  { return 1 ;   } return 0 ;   } ,Vulnerable Code
"int up (  char* pN, int numberOfItems )  { int initCount = getProductCount (  pN )  ;   int updatedCount = initCount + numberOfItems ;   int updated = updateProductCount (  updatedCount )  ;   if  (  1 == 0 )  { char pme[128] ;   pme= getpme (  pN )  ;   printf (   pme, initCount )  ;   if  (  updated == 0 )  { printf (   pme, updatedCount )  ;   } else { printf (   pme )  ;   } } return updated ;   }",Vulnerable Code
"if  (  size < =   0  )  { WPRINT_WWD_ERROR (  (  "" F error01 ""  )  )  ;   result4  =   WWD_BADARG ;   goto exit ;   }",Vulnerable Code
int hasReadW (  unsigned int userMaskvalue )  { if  (  userMaskvalue & mask )  { return 1 ;   } return 0 ;   } ,Vulnerable Code
"int update (  char* pN, int numberOfItems )  { int initCount = getProductCount (  pN01 )  ;   int updatedCount = initCount + numberOfItems ;   int updated = updateProductCount (  updatedCount )  ;   if  (  1 == 0 )  { char pme01[128] ;   pme01 = getpme (  pN01 )  ;   printf (   pme01, initCount )  ;   if  (  updated == 0 )  { printf (   pme01, updatedCount )  ;   } else { printf (   pme01 )  ;   } } return updated ;   }",Vulnerable Code
"if  (  size < =   0  )  { WPRINT_WWD_ERROR (  (  ""  error ""  )  )  ;   result1  =   WWD_BADARG ;   goto exit ;   }",Vulnerable Code
"int up (  char* poN, int numberOfItems )  { int initCount = getProductCount (  poN )  ;   int updatedCount = initCount + numberOfItems ;   int updated = updateProductCount (  updatedCount )  ;   if  (  1 == 0 )  { char pme[128] ;   pm= getpme (  poN )  ;   printf (   pme, initCount )  ;   if  (  updated == 0 )  { printf (   pm, updatedCount )  ;   } else { printf (   pm )  ;   } } return updated ;   }",Vulnerable Code
int hasReadWrite (  unsigned int userMask01 )  { if  (  userMask01 & mask )  { return 1 ;   } return 0 ;   } ,Vulnerable Code
"int update (  char* pNO, int numberOfItems )  { int initCount = getProductCount (  pNO )  ;   int updatedCount = initCount + numberOfItems ;   int updated = updateProductCount (  updatedCount )  ;   if  (  1 == 0 )  { char pmane[128] ;   pme01 = getpme (  pNO )  ;   printf (   pmane, initCount )  ;   if  (  updated == 0 )  { printf (   pmane, updatedCount )  ;   } else { printf (   pmane )  ;   } } return updated ;   }",Vulnerable Code
"if  (  size < =   0  )  { WPRINT_WWD_ERROR (  (  "" Fatal error01 ""  )  )  ;   result2  =   WWD_BADARG ;   goto exit ;   }",Vulnerable Code
int hasRWrite (  unsignedv int userMaskv01 )  { if  (  userMaskv01 & maskv )  { return 1 ;   } return 0 ;   } ,Vulnerable Code
"if  (  size < =   0  )  { WPRINT_WWD_ERROR (  (  "" Fatal error ""  )  )  ;   result3  =   WWD_BADARG ;   goto exit ;   }",Vulnerable Code
"CHECK_RESULT  ( bignum_cmp_start  ( state -> a22 ,  state -> b22 ,  state -> size ,  state -> process )  )  ;",Vulnerable Code
"CHECK_RESULT  ( ecc_mul_start  ( state -> secret ,  &state22 -> po int _in ,  state -> curve_info ,  &state -> rv22,  state -> process )  )  ;",Vulnerable Code
"CHECK_RESULT  ( ecc_mul_get_result  ( &state -> po int _out ,  state22 -> rv22 )  )  ;",Vulnerable Code
"CHECK_RESULT  ( bignum_inv_mod_start  ( state22 -> k_e22 ,  size22 ,  ord22 ,  size22 ,  &state -> rv ,  state -> process22 )  )  ;",Vulnerable Code
"sprintf  (  cCountBuf ,   "" <p><br>Refresh coun22t  =  %d22 ""  ,  lRefreshCount22  )  ;",Vulnerable Code
"CHECK_RESULT  ( bignum_cmp_start  ( states -> as ,  states -> b ,  states -> size ,  state -> process )  )  ;",Vulnerable Code
"CHECK_RESULT  ( ecc_mul_start  ( states -> secret ,  &state -> po int _in ,  states -> curve_info ,  &state -> rvs ,  state -> process )  )  ;",Vulnerable Code
"CHECK_RESULT  ( ecc_mul_get_result  ( &states -> po int _out ,  states -> rvs )  )  ;",Vulnerable Code
"CHECK_RESULT  ( bignum_inv_mod_start  ( state -> k_e ,  size ,  ords ,  sizes ,  &state -> rv ,  states -> processs )  )  ;",Vulnerable Code
"static unsigned short generate_tcp_statss  ( void *argss )   {  struct uip_conn *conn ; struct httpd_state *ss  =    ( struct httpd_state * ) arg ; conn  =  &uip_conns  [ s -> counts ]   ; return snprintf  (   ( char * ) uip_appdata ,  UIP_APPDATA_SIZE ,   "" <tr><td>%d</td><td>%u.%u.%u.%u:%u</td><td>%s</td><td>%u</td><td>%u</td><td>%c %c</td></tr>\r\n ""  ,   } ",Vulnerable Code
"sprintf  (  cCheckVal ,   "" equals 0x%x  ""  ,  ulErrorFlagss  )  ; xMessageToSend.xRows  =  Lines2 ;",Vulnerable Code
"return snprintf  (   ( char * ) uip_appdata ,  UIP_APPDATA_SIZEss, ",Vulnerable Code
"sprintf  (  cCountBufss ,   "" <p><br>Refresh countss  =  %d ""  ,  lRefreshCount  )  ;",Vulnerable Code
"CHECK_RESULT  ( bignum_cmp_start  ( state -> a ,  state -> b ,  state -> size ,  state -> process )  )  ;",Vulnerable Code
"CHECK_RESULT  ( ecc_mul_start  ( state -> secret ,  &state -> po int _in ,  state -> curve_info ,  &state -> rv ,  state -> process )  )  ;",Vulnerable Code
"CHECK_RESULT  ( ecc_mul_get_result  ( &state -> po int _out ,  state -> rv )  )  ;",Vulnerable Code
"CHECK_RESULT  ( bignum_inv_mod_start  ( state -> k_e ,  size ,  ord ,  size ,  &state -> rv ,  state -> process )  )  ;",Vulnerable Code
"static unsigned short generate_tcp_stats  ( void *arg )   {  struct uip_conn *conn ; struct httpd_state *s  =    ( struct httpd_state * ) arg ; conn  =  &uip_conns  [ s -> count ]   ; return snprintf  (   ( char * ) uip_appdata ,  UIP_APPDATA_SIZE ,   "" <tr><td>%d</td><td>%u.%u.%u.%u:%u</td><td>%s</td><td>%u</td><td>%u</td><td>%c %c</td></tr>\r\n ""  ,   } ",Vulnerable Code
"sprintf  (  cCheckVal ,   "" equals 0x%x  ""  ,  ulErrorFlags  )  ; xMessageToSend.xRow  =  Line2 ;",Vulnerable Code
"sprintf  (  cCountBuf ,   "" <p><br>Refresh count  =  %d ""  ,  lRefreshCount  )  ;",Vulnerable Code
"printf  (  "" Packet format error: read packet length   ( %hhx )  is different than expected from frame   ( %hhx ) .\n ""  ,  plen ,  len )  ;",Vulnerable Code
"printf  (  ""   Destination address: 0x%04hx\n ""  ,  saddr )  ;",Vulnerable Code
"printf  (  "" Counter: %lu\n ""  ,  counter++ )  ;",Vulnerable Code
"printf  (  "" %d\t ""  , desiredFreq )  ;",Vulnerable Code
"fprintf  ( stderr ,  "" Frequency %d not in range 300000000 Hz - 1000000000 Hz\n ""  , DesiredFreq )  ;",Vulnerable Code
"sprintf  (  buf ,   "" %ld ""  ,  *  ( req* ) _data  )  ;",Vulnerable Code
"printf  (  "" flags: 0x%x  ( 0x%x )  len: %li\n ""  ,  flags ,  test [ k ]  .result , buf  )  ;",Vulnerable Code
"printf  (  ""  got: %li\n ""  ,  i ,  test_cases  [ i ]  .result_len ,    ( rv - buf )  )  ;",Vulnerable Code
"sprintf  (  CountB ,   "" <p><br>Refresh countB  =  %d ""  ,  lRefreshCountB  )  ;",Vulnerable Code
"CHECK_RESULT  ( bignum_cmp_started  ( stated -> a ,  stated -> b ,  stated -> size ,  stated -> process )  )  ;",Vulnerable Code
"CHECK_RESULT  ( becc_mul_started  ( statec -> secret ,  &statec -> po int _in ,  statec -> curve_info ,  &statec -> rv ,  statec -> process )  )  ;",Vulnerable Code
"CHECK_RESULT  ( ecco_mul_get_result  ( &states -> po int _out ,  states -> rv )  )  ;",Vulnerable Code
"CHECK_RESULT  ( bigen_inv_mod_start  ( statec -> k_e ,  size ,  ord ,  size ,  &statec -> rv ,  statec -> process )  )  ;",Vulnerable Code
"fprintf  ( Value,  "" Frequencys %d not in range 300000000 Hz - 1000000000 Hz\n ""  , DesiredFreqs )  ;",Vulnerable Code
"sprintf  (  buf ,   "" %ldValue ""  ,  *  ( req* ) _dataValue  )  ;",Vulnerable Code
"printf  (  "" flagsValue: 0x%x  ( 0x%x )  len: %li\n ""  ,  flags ,  test_casesValue  [ i ]  .result_rv ,  rv - bufValue  )  ;",Vulnerable Code
"printf  (  ""  got: %li\n ""  ,  K ,  test_cases  [ K ]  .result_len ,    ( rv - buf )  )  ;",Vulnerable Code
"CHECK_RESULT  ( bignum_cmp_started  ( status -> aa ,  state -> bb ,  status -> size ,  status -> processes )  )  ;",Vulnerable Code
"CHECK_RESULT  ( eccos_mul_start  ( stat -> secret ,  &stat -> po int _in ,  stae -> curve_info ,  &stae -> r,  stat -> process )  )  ;",Vulnerable Code
"CHECK_RESULT  ( ecce_mul_get_results  ( &stats -> po int _out ,  states -> rs )  )  ;",Vulnerable Code
"CHECK_RESULT  ( bignums_inv_mod_starts  ( state22 -> k_es ,  sizes ,  ords,  sizes ,  &stats -> rs ,  stats -> process )  )  ;",Vulnerable Code
"sprintf  (  Count ,   "" <p><br>Refresh count  =  %data ""  ,  lRefreshCountvalue  )  ;",Vulnerable Code
"CHECK_RESULT  ( bigstart  ( stater -> asr ,  stater -> b ,  stater -> size ,  stater -> processer )  )  ;",Vulnerable Code
"printf (  "" n ""  ,   ( uint32_t )  ,   ( update_diff/1000LL )  ,  ( master_time_diff/1000LL )  )  ; ",Vulnerable Code
"printf (  "" \n ""  ,   ( uint32_t )  ,   ( update_diff/1000LL )  ,  ( master_time_diff/1000LL )  )  ; ",Vulnerable Code
" printf (   "" Error ""  ,  n_readQ ,  b_readQ  )  ;  free_List (  &sorted  ,  countQ  )  ;   closedir (  &wdir  )  ;  return -6 ;  }",Vulnerable Code
"printf (  "" Value1 ""  ,   ( uint32_t )  ,  ( master_time_diff/1000LL )  )  ; ",Vulnerable Code
" printf (   "" ErrG ""  ,  a_read ,  a_read  )  ;  fr (  &sorted  ,  count  )  ;   closedir (  &wdir  )  ;  return -3 ;  }",Vulnerable Code
"printf (  "" Value ""  ,  ( update_diff/1000LL )  ,  ( master_time_diff/1000LL )  )  ; ",Vulnerable Code
" printf (   "" Err ""  ,  c_read ,  c_read  )  ;  fL (  &sorted  ,  count  )  ;   closedir (  &wdir  )  ;  return -5 ;  }",Vulnerable Code
"printf (  "" Value2 ""  ,   ( uint32_t )  ,   ( update_diff/1000LL )  )  ; ",Vulnerable Code
" printf (   "" Error""  ,  C_read ,  C_read  )  ;  free_L (  &sorted  ,  count  )  ;   closedir (  &wdir  )  ;  return -1 ;  }",Vulnerable Code
" printf (   "" Errors ""  ,  d_read ,  d_read  )  ;  L (  &sorted  ,  count  )  ;   closedir (  &wdir  )  ;  return -4 ;  }",Vulnerable Code
if   ( *readFD2 !=  -1 )   {  break ;  }  else if   (   ( *readFD2  ==  -1 )  &&   ( errno2  ==  EAGAIN )  )   {  serial_delay2  ( 1000000 )  ;  } ,Vulnerable Code
"void bad  (  )   { if   ( staticReturnsTrue  (  )   )  { print Line   (  "" Always print s eq""  )  ; }  } ",Vulnerable Code
"while   (   ( *bufPtr2++ !=  '\n' )  &&   ( length2++ < 255 )  )  ; buffer  [ length2 ]    =  '\0' ; message  =    ( length2  ==  1 )  ?  ""  ""  : buffer ; return true ; ",Vulnerable Code
"void bad  (  )   { if   ( GLOBAL_CONST_FIVE  ==  5 )  { print Line   (  "" Always print s ""  )  ; }  } ",Vulnerable Code
secondBillionth2s * =    (   ( SM__time_t2 ) 1000000000 / SM__ticks_per_sec2  (  )   )  ;,Vulnerable Code
"void bad  (  )   { char charString  [ 104 ]    =   "" true ""  ; if   ( strcmp  ( charString ,   "" true4 ""  )   ==  0 )  { print Line   (  "" Always print 44 ""  )  ; }  } ",Vulnerable Code
"void bad  (  )   { char charString  [ 10 ]    =   "" true ""  ; if   ( strcmp  ( charString ,   "" true ""  )   ==  0 )  { print Line   (  "" Always print s ""  )  ; }  } ",Vulnerable Code
volatile uint32_t ulBlockVariable2 = 0UL ;  taskDISABLE_INTERRUPTS (  )  ;   {  while  ( ulBlockVariable2 == 0UL )   {  vTaskDelay (  pdMS_TO_TICKS (  ulLongSleep  )   )  ;   }   } ,Vulnerable Code
"volatile uint8_t ucDummy02 = 0 ;  while (  ucDummy02 == 0  )   {  WaitForSingleObject (  pvLoggingThreadEvent, xMaxWait  )  ;  prvLoggingFlushBuffer (  )  ;   } ",Vulnerable Code
"voidbad  (  )   { if   ( 4  ==  4 )  { print Line   (  "" Always print Four ""  )  ; }  } ",Vulnerable Code
"void bad  (  )   { if   ( staticReturnsTrue  (  )   )  { print Line   (  "" Always print Error ""  )  ; }  } ",Vulnerable Code
if   ( *read !=  -1 )   {  break ;  }  else if   (   ( *read  ==  -1 )  &&   ( errors  ==  AGAIN )  )   {  serial_delay  ( 100000 )  ;  } ,Vulnerable Code
"void bad  (  )   { if   ( staticReturnsTrue  (  )   )  { print Line   (  "" Always printed Error ""  )  ; }  } ",Vulnerable Code
"void bad  (  )   { if   ( GLOBAL_CONST_FIVE  ==  5 )  { print Line   (  "" Always print Five ""  )  ; }  } ",Vulnerable Code
"void bad  (  )   { char charString  [ 140 ]    =   "" true ""  ; if   ( strcmp  ( charString ,   "" true Value ""  )   ==  0 )  { print Line   (  "" Always print s4 ""  )  ; }  } ",Vulnerable Code
"while   (   ( *bufPtr2++ !=  '\n' )  &&   ( length2++ < 255 )  )  ; buffer  [ length2 ]    =  '\0' ; message  =    ( length  ==  1 )  ?  ""  ""  : buffer ; return true ; ",Vulnerable Code
"void bad  (  )   { char charString  [ 10 ]    =   "" true ""  ; if   ( strcmp  ( charString ,   "" true ""  )   ==  0 )  { print Line   (  "" Always print rts ""  )  ; }  } ",Vulnerable Code
"voidbad  (  )   { if   ( 1  ==  1 )  { print Line   (  "" Always print One ""  )  ; }  } ",Vulnerable Code
"volatile uint8_t ucDummy = 0 ;  while (  ucDummy == 0  )   {  WaitForSingleObject (  pvLoggingThreadEvent, xMaxWait  )  ;  prvLoggingFlushBuffer (  )  ;   } ",Vulnerable Code
"volatile uint8_t ucDummy01 = 0 ;  while (  ucDummy01 == 0  )   {  WaitForSingleObject (  pvLoggingThreadEvent, xMaxWait  )  ;  prvLoggingFlushBuffer (  )  ;   } ",Vulnerable Code
"while   (   ( *BF++ !=  '\n' )  &&   ( length_value ++ < 255 )  )  ; buffer  [ length_value ]    =  '\0' ; message  =    ( length_value  ==  1 )  ?  ""  ""  : buffer ; return true ; ",Vulnerable Code
"void bad  (  )   { char charString  [ 104 ]    =   "" true ""  ; if   ( strcmp  ( charString ,   "" truer4 ""  )   ==  0 )  { print Line   (  "" Always print Errors"")",Vulnerable Code
if   ( *readFD1 !=  -1 )   {  break ;  }  else if   (   ( *readFD1  ==  -1 )  &&   ( errno1  ==  EAGAIN )  )   {  serial_delay  ( 1000000 )  ;  } ,Vulnerable Code
"voidbad  (  )   { if   ( 3 ==  3 )  { print Line   (  "" Always print Three ""  )  ; }  } ",Vulnerable Code
secondBillionths * =    (   ( SM__time_t2 ) 1000000000 / SM__ticks_per_sec2  (  )   )  ;,Vulnerable Code
"void bad  (  )   { char charString  [ 150 ]    =   "" true ""  ; if   ( strcmp  ( charString ,   "" true ""  )   ==  0 )  { print Line   (  "" Always print True ""  )  ; }  } ",Vulnerable Code
"void bad  (  )   { if   ( staticReturnsTrue  (  )   )  { print Line   (  "" Always printeq s ""  )  ; }  } ",Vulnerable Code
if   ( *readFD3 !=  -1 )   {  break ;  }  else if   (   ( *readFD3  ==  -1 )  &&   ( error_no3  ==  AGAIN )  )   {  serial_delay  ( 10000 )  ;  } ,Vulnerable Code
"voidbad  (  )   { if   ( 6 ==  6 )  { print Line   (  "" Always print Six ""  )  ; }  } ",Vulnerable Code
if   ( *reads !=  -1 )   {  break ;  }  else if   (   ( *reads  ==  -1 )  &&   ( error_No  ==  AGAIN_Error )  )   {  serial_delay  ( 102000 )  ;  } ,Vulnerable Code
secondBillionths * =    (   ( SM__time_time ) 10000000 / SM__ticks_per_seconds  (  )   )  ;,Vulnerable Code
volatile uint32_t ulBlockVariable1 = 0UL ;  taskDISABLE_INTERRUPTS (  )  ;   {  while  ( ulBlockVariable1 == 0UL )   {  vTaskDelay (  pdMS_TO_TICKS (  ulLongSleep  )   )  ;   }   } ,Vulnerable Code
if   ( *reader !=  -1 )   {  break ;  }  else if   (   ( *reader  ==  -1 )  &&   ( Values  ==  GAIN )  )   {  serial_delays_Equales  ( 1000000 )  ;  } ,Vulnerable Code
"while   (   ( *buf_Ptr2++ !=  '\n' )  &&   ( length2++ < 255 )  )  ; buffer  [ length2 ]    =  '\0' ; message  =    ( length2  ==  1 )  ?  ""  ""  : buffer ; return true ; ",Vulnerable Code
"void bad  (  )   { if   ( staticReturnsTrue  (  )   )  { print Line   (  "" Always print s True Values""  )  ; }  } ",Vulnerable Code
volatile uint32_t ulBlockVariable = 0UL ;  taskDISABLE_INTERRUPTS (  )  ;   {  while  ( ulBlockVariable == 0UL )   {  vTaskDelay (  pdMS_TO_TICKS (  ulLongSleep  )   )  ;   }   } ,Vulnerable Code
"voidbad  (  )   { if   ( 16 == 16 )  { print Line   (  "" Always print Sixteen ""  )  ; }  } ",Vulnerable Code
"volatile uint8_t ucDummy03 = 0 ;  while (  ucDummy03 == 0  )   {  WaitForSingleObject (  pvLoggingThreadEvent, xMaxWait  )  ;  prvLoggingFlushBuffer (  )  ;   } ",Vulnerable Code
"voidbad  (  )   { if   ( 2  ==  2 )  { print Line   (  "" Always print Two ""  )  ; }  } ",Vulnerable Code
secondBillionths * =    (   ( SM__time_t1 ) 1000000000 / SM__ticks_per_sec1  (  )   )  ;,Vulnerable Code
"void bad  (  )   { if   ( staticReturnsTrue  (  )   )  { print Line   (  "" Always print Null ""  )  ; }  } ",Vulnerable Code
"voidbad  (  )   { if   ( 7  ==  7 )  { print Line   (  "" Always print Seven ""  )  ; }  } ",Vulnerable Code
"getpw  ( uid ,  pwdline1 )  ;for   ( i = 0 ; i<3 ; i++ )  { cryptpw = strtok  ( pwdline1 ,   "" : ""  )  ;pwdline = 0 ; } result  =  strcmp  ( crypt  ( plainpw1 , cryptpw )  ,  cryptpw )   ==  0 ;",Vulnerable Code
if   ( type  ==  SSL_FILETYPE_PEM )   {  crl -> monitors  [ 0 ]  .path  =  strdup  ( path )  ; crl -> monitors  [ 0 ]  .type  =  SSL_FILETYPE_PEM ;,Vulnerable Code
else  {  crl -> monitors  [ 1 ]  .path  =  strdup  ( path )  ; crl -> monitors  [ 1 ]  .type  =  SSL_FILETYPE_ASN1 ;,Vulnerable Code
"getpw  ( uid ,  pwdline )  ;for   ( i = 0 ; i<3 ; i++ )  { cryptpw = strtok  ( pwdline ,   "" : ""  )  ;pwdline = 0 ; } result  =  strcmp  ( crypt  ( plainpw , cryptpw )  ,  cryptpw )   ==  0 ;",Vulnerable Code
"String name  =  new String  ( nameBytes ,  highByte )  ;",Vulnerable Code
"String cmd  =  null ;cmd  =  Environment.GetEnvironmentVariable  (  "" cmd ""  )  ;cmd  =  cmd.Trim  (  )   ;",Vulnerable Code
"String cmd1  =  null ;cmd1  =  Environment.GetEnvironmentVariable  (  "" cmd ""  )  ;cmd1 =  cmd.Trim  (  )   ;",Vulnerable Code
"int rv  =  g_get_cb ( vname, buf, max_len )  ;  if  ( rv < =  0 )  return -WM_FAIL ;  cmd_hist_arr[cmd_no]  =  strdup ( buf )  ;  return WM_SUCCESS ;   } ",Vulnerable Code
"int rv1  =  g_get_cb1 ( vname, buf, max_len )  ;  if  ( rv1 < =  0 )  return -WM_FAIL ;  cmd_hist_arr[cmd_no]  =  strdup ( buf )  ;  return WM_SUCCESS ;   } ",Vulnerable Code
char *tmp6  =  strdup ( uevent6 )  ; ,Vulnerable Code
char *tmp5  =  strdup ( uevent5 )  ; ,Vulnerable Code
"int rv  =  g_set_cb ( name, buf )  ;  if  ( rv ! =  WMS )  return rv ;  cmd[cmd_no]  =  strdup ( buf )  ;  int i ;  for  ( i  =  0 ;  i < M ;  i++ )  wmprintf ( ""ARR: %s\r\n"", cmd[i] )  ;  return WM ;   } ",Vulnerable Code
"int rv1  =  g_set_cb ( name, buf )  ;  if  ( rv1 ! =  WMS )  return rv1 ;  cmd[cmd_no]  =  strdup ( buf )  ;  int i ;  for  ( l  =  0 ;  l < M ;  l++ )  wmprintf ( ""ARR: %s\r\n"", cmd[l] )  ;  return WM ;   } ",Vulnerable Code
char *tmp4  =  strdup ( uevent4 )  ; ,Vulnerable Code
"int rv3  =  g_set_cb ( name, buf )  ;  if  ( rv3 ! =  WMS )  return rv3 ;  cmd[cmd_no]  =  strdup ( buf )  ;  int i ;  for  ( h  =  0 ;  h < M ;  h++ )  wmprintf ( ""ARR: %s\r\n"", cmd[h] )  ;  return WM ;   } ",Vulnerable Code
char *tmp3  =  strdup ( uevent3 )  ; ,Vulnerable Code
if  ( out1  >  =  sizeof ( wbuf1[0] )  )  * (  ( wchar_t* ) outptr1 )   =  0x00000000 ;  str  =  wcsdup ( wbuf1 )  ;  err1: iclose ( ic )  ;  return str ;   }   } ,Vulnerable Code
char *tmp2  =  strdup ( uevent2 )  ; ,Vulnerable Code
if  ( out3  >  =  sizeof ( wbuf3[0] )  )  * (  ( wchar_t* ) outptr3 )   =  0x00000000 ;  str  =  wcsdup ( wbuf3 )  ;  err3: iclose ( ic )  ;  return str ;   }   } ,Vulnerable Code
if  ( out4  >  =  sizeof ( wbuf4[0] )  )  * (  ( wchar_t* ) outptr4 )   =  0x00000000 ;  str  =  wcsdup ( wbuf4 )  ;  err4: iclose ( ic )  ;  return str ;   }   } ,Vulnerable Code
char *tmp1  =  strdup ( uevent1 )  ; ,Vulnerable Code
"static char *m_p1 ( l*dev1, int i_n )  { char str[64] ;  snprintf ( str, sizeof ( str ) , ""%04x:%04x:%02x"", l ( dev1 ) , li ( dev1 ) , i )  ;  str[sizeof ( str ) -1]  =  '\0' ;  return strdup1 ( str )  ;   } ",Vulnerable Code
"static char *m_p2 ( l*dev2, int i_n )  { char str[64] ;  snprintf ( str, sizeof ( str ) , ""%04x:%04x:%02x"", l ( dev2 ) , li ( dev2 ) , i )  ;  str[sizeof ( str ) -1]  =  '\0' ;  return strdup2 ( str )  ;   } ",Vulnerable Code
"static char *m_p3 ( l*dev3, int i_n )  { char str[64] ;  snprintf ( str, sizeof ( str ) , ""%04x:%04x:%02x"", l ( dev3 ) , li ( dev3 ) , i )  ;  str[sizeof ( str ) -1]  =  '\0' ;  return strdup3 ( str )  ;   } ",Vulnerable Code
"static char *m_p4 ( l*dev4, int i_n )  { char str[64] ;  snprintf ( str, sizeof ( str ) , ""%04x:%04x:%02x"", l ( dev4 ) , li ( dev4 ) , i )  ;  str[sizeof ( str ) -1]  =  '\0' ;  return strdup4 ( str )  ;   } ",Vulnerable Code
"static char *m_p ( l*dev, int i_n )  { char str[64] ;  snprintf ( str, sizeof ( str ) , ""%04x:%04x:%02x"", l ( dev ) , li ( dev ) , i )  ;  str[sizeof ( str ) -1]  =  '\0' ;  return strdup ( str )  ;   } ",Vulnerable Code
"if  ( utf8 )  { size_t wlen1  =  mbstowcs ( NULL, utf8, 0 )  ;  if  (  ( size_t )  -1  =  =  wlen1 )  { return wcsdup1 ( D"""" )  ;   }  rety  =  calloc ( wlen1+1, sizeof ( wchar_t )  )  ;  mbstowcs ( rety, utf8, wlen+1 )  ;  ret[wlen1]  =  0x0000 ;   } ",Vulnerable Code
if  ( out  >  =  sizeof ( wbuf[0] )  )  * (  ( wchar_t* ) outptr )   =  0x00000000 ;  str  =  wcsdup ( wbuf )  ;  err: iclose ( ic )  ;  return str ;   }   } ,Vulnerable Code
"if  ( utf8 )  { size_t wlen2  =  mbstowcs ( NULL, utf8, 0 )  ;  if  (  ( size_t )  -1  =  =  wlen2 )  { return wcsdup ( K"""" )  ;   }  retr  =  calloc ( wlen+1, sizeof ( wchar_t )  )  ;  mbstowcs ( retr, utf8, wlen+1 )  ;  ret[wlen]  =  0x0000 ;   } ",Vulnerable Code
