code,isMalicious
"vscanf ( const char * NTS __fmt ,  va_list __ap )  ; ",Vulnerable Code
"sscanf ( const char * NTS __buf ,  const char * NTS __fmt ,  ... ) ",Vulnerable Code
getchar ( void )  ; ,Vulnerable Code
"vfscanf ( FILE *__stream ,  const char *__fmt ,  va_list __ap )  ; ",Vulnerable Code
"fscanf ( FILE *__stream ,  const char *__fmt ,  ... )  ; ",Vulnerable Code
strlen ( str_temp ) ,Vulnerable Code
"strlen ( ""tframe"" )   =  =  0",Vulnerable Code
strlen ( resource ) ,Vulnerable Code
void blink0_thread ( void* arg )   {  int i ;  for ( i = 0 ;  i < 2 ;  i++ )   {  led0Toggle (  )  ;  tosthread_sleep ( 1000 )  ;  } },Benign Code
void blink1_thread ( void* arg )   {  int i ;  for ( i = 0 ;  i < 4 ;  i++ )   {  led1Toggle (  )  ;  tosthread_sleep ( 1000 )  ;  } },Benign Code
"scanf ( const char *__fmt ,  ... )  ; ",Vulnerable Code
"vscanf ( const char *__fmt ,  va_list __ap )  ; ",Vulnerable Code
"sscanf ( const char *__buf ,  const char *__fmt ,  ... )  ; ",Vulnerable Code
"getopt ( argc ,  argv ,  ""A : g : p : v : "" )  ) ",Vulnerable Code
fgetc ( FILE * ONE __stream )  ; ,Vulnerable Code
getc ( __stream )  fgetc ( __stream ) ,Vulnerable Code
data_int  =  atoi (  _data  )  ; ,Vulnerable Code
atoi ( argv [2]  ) ,Vulnerable Code
atoi ( argv [3]  ) ,Vulnerable Code
atoi ( argv [4]  ) ,Vulnerable Code
DesiredFreq  =  atoi ( argv [0]  )  ; ,Vulnerable Code
"vfprintf ( FILE * ONE __stream ,  const char * NTS __fmt ,  va_list __ap ) ",Vulnerable Code
"printf ( const char * NTS __fmt ,  ... )  ; ",Vulnerable Code
"memcpy ( uri -> resource_key ,  key ,  sizeof ( coap_key_t )  )  ; ",Vulnerable Code
"memcpy ( payload -> data ,  data ,  len )  ; ",Vulnerable Code
"memcpy ( test_payload -> data ,  data ,  len )  ; ",Vulnerable Code
char uri [MAX_URI_LENGTH]  ; ,Vulnerable Code
char TX_BUFFER [100000]  ; ,Vulnerable Code
"vprintf ( const char * NTS __fmt ,  va_list __ap )  ; ",Vulnerable Code
"sprintf ( char * NTS __s ,  const char * NTS __fmt ,  … )  ; ",Vulnerable Code
printf ( print_buf )  ; ,Vulnerable Code
"fprintf ( stderr , ldev )  ; ",Vulnerable Code
"vsnprintf ( char *pStr ,  size_t length ,  const char *pFormat ,  va_list ap",Vulnerable Code
"snprintf ( char * NTS __s ,  size_t __n ,  const char * NTS __fmt ,  ... )  ; ",Vulnerable Code
"vsprintf ( char * NTS __s ,  const char * NTS __fmt ,  va_list ap )  ; ",Vulnerable Code
"vsnprintf ( char * NTS __s ,  size_t __n ,  const char * NTS __fmt ,  va_list ap )  ; ",Vulnerable Code
"memcpy ( writeptr ,  data ,  w_len )  ; ",Vulnerable Code
"memcpy ( &msg -> ip6_hdr.ip6_dst ,  &sock -> r_ep.sin6_addr ,  16 )  ; ",Vulnerable Code
"memcpy ( &msg -> ip6_hdr.ip6_dst ,  &iph -> ip6_src ,  16 )  ; ",Vulnerable Code
"memcpy ( &this_conn -> r_ep.sin6_addr ,  &iph -> ip6_src ,  16 ) ",Vulnerable Code
"fprintf ( FILE * ONE __stream ,  const char * NTS __fmt ,  ... )  ; ",Vulnerable Code
"printf (  fmt ,  ""Reference"" ,  ""CommPort"" ,  ""Description""  )  ; ",Vulnerable Code
"printf (  fmt ,  i -> id.c_str (  )  ,  comm.c_str (  )  ,  i -> info.c_str (  )   )  ; ",Vulnerable Code
"printf ( FMT ,  args ... )   ; ",Vulnerable Code
strlen  ( session -> value_1 ) ,Vulnerable Code
strlen  ( reply ) ,Vulnerable Code
strlen  ( session -> value_2 ) ,Vulnerable Code
"memcpy ( &s -> peer ,  peer ,  sizeof ( coap_address_t )  )  ; ",Vulnerable Code
"memcpy ( s -> token ,  request -> hdr -> token ,  request -> hdr -> token_length )  ; ",Vulnerable Code
"memcpy ( &s -> id ,  &id ,  sizeof ( coap_tid_t )  )  ; ",Vulnerable Code
"memcpy ( buf ,  "" ( unknown address type ) "" ,  min ( 22 ,  len )  )  ; ",Vulnerable Code
strlen ( teststr ) ,Vulnerable Code
strlen ( ptr ) ,Vulnerable Code
strlen ( q )  ! =  0,Vulnerable Code
strlen ( arg ) ,Vulnerable Code
strlen ( INDEX ) ,Vulnerable Code
"strlen ( coap_response_phrase ( response -> hdr -> code )  )  , ",Vulnerable Code
strlen  ( me ) ,Vulnerable Code
strlen  ( form ) ,Vulnerable Code
"memcpy ( packet ,  &msg -> hdr ,  sizeof ( struct ip6_hdr )  )  ; ",Vulnerable Code
"if  ( Interface ! =  0 )   {  memset ( Interface ,  sizeof ( Interface )  ,  0 )  ;   } ",Vulnerable Code
"if  ( pInterface ! =  0 )   {  memset ( pInterface ,  sizeof ( pInterface )  ,  0 )  ;   } ",Vulnerable Code
const USBGenericDescription_ID *pString ; ,Vulnerable Code
unsigned int last_Line_Start ; ,Vulnerable Code
int main ( void )   {  volatile uint32_t i ;  MAP_WDT_A_holdTimer (  )  ;  for  ( i  =  0 ;  i  <  32 ;  i++ )   {  dmaTxData [i]   =  0x80 + i ;  dmaRxData [i]   =  0x8f ;  } },Benign Code
"test ( void )   {  pSuite suite ;  suite  =  add_suite ( ""uri parser"" ,  NULL ,  NULL )  ;  if  ( !suite )   {  fprintf ( stderr ,  ""test suite  ( %s ) \n"" ,  get_error_msg (  )  )  ;  return NULL ;  } return suite ;  }",Benign Code
"void t_parse_uri8 ( void )   {  char teststr []   =  ""http://example.com/%7E%AB%13"" ;  int result ;  coap_uri_t uri ;  result  =  coap_split_uri (  ( unsigned char * ) teststr ,  strlen ( teststr )  ,  &uri )  ;  if  ( result  <  0 )   {  CU_PASS ( ""detected non-coap URI"" )  ;  } else  {  CU_FAIL ( ""non-coap URI not recognized"" )  ;  } }",Benign Code
"memcpy ( &my_addr ,  addr ,  sizeof ( struct in6_addr )  )  ; ",Vulnerable Code
"memcpy ( packet ,  cur -> hdr.data ,  cur -> len )  ; ",Vulnerable Code
"memcpy ( packet ,  msg -> data ,  msg -> data_len )  ; ",Vulnerable Code
"memcpy ( &ifr6.ifr6_addr ,  addr ,  16 )  ; ",Vulnerable Code
"memcpy ( packet ,  &msg -> ip6_hdr ,  sizeof ( struct ip6_hdr )  )  ; ",Vulnerable Code
"void log_debug_clear ( uint16_t id ,  char* string ,  const char* format  )   {  va_list args ;  int k ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( k  =  0 ;  k < outputs[id].num ;  k++ )   {  FILE* file  =  outputs[id].files[k] ;  va_start ( args ,  format )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",Vulnerable Code
"void s_log_debug ( uint16_t id ,  char* string ,  const char* format )   {  va_list args ;  int j ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( j  =  0 ;  j < outputs[id].num ;  j++ )   {  FILE* file  =  outputs[id].files[j] ;  va_start ( args ,  format )  ;  fprintf ( file ,  ""%s DEBUG  ( %i ) : "" ,  sim_time_string (  )  ,   ( int ) sim_node (  )  )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",Vulnerable Code
"void s_log_error ( uint16_t id ,  char* string ,  const char* format )   {  va_list args ;  int j ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( j  =  0 ;  j < outputs[id].num ;  j++ )   {  FILE* file  =  outputs[id].files[j] ;  va_start ( args ,  format )  ;  fprintf ( file ,  ""ERROR  ( %j ) : "" ,   ( int ) sim_node (  )  )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",Vulnerable Code
"void s_log_debug_clear ( uint16_t id ,  char* string ,  const char* format  )   {  va_list args ;  int j ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( j  =  0 ;  j < outputs[id].num ;  j++ )   {  FILE* file  =  outputs[id].files[j] ;  va_start ( args ,  format )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",Vulnerable Code
"void tosthread_main ( void* arg )   {  tosthread_create ( &printf_thread ,  thread_run ,  NULL ,  200 )  ;  }",Benign Code
sf.process (  )  ;  throttle.initialize (  )  ;  while ( t->time (  )   <  600 * t->ticksPerSecond (  )  )   {  throttle.checkThrottle (  )  ;  sf.process (  )  ;  t->runNextEvent (  )  ;  } },Benign Code
void bind_thread ( void* arg )   {  int i ;  for ( x = 0 ;  x < 4 ;  x++ )   {  led1Toggle (  )  ;  tosthread_sleep ( 1000 )  ;  } },Benign Code
"int order_opts ( void *a ,  void *b )   {  if  ( !a || !b )  return a  <  b ? -1 : 1 ;  if  ( COAP_OPTION_KEY ( * ( coap_option * ) a )   <  COAP_OPTION_KEY ( * ( coap_option * ) b )  )  return -1 ;  return COAP_OPTION_KEY ( * ( coap_option * ) a )   =  =  COAP_OPTION_KEY ( * ( coap_option * ) b )  ;  }",Benign Code
"memcpy ( addrstr ,  server -> s ,  server -> length )  ; ",Vulnerable Code
"memcpy ( addrstr ,  ""localhost"" ,  9 )  ; ",Vulnerable Code
"memcpy ( dst ,  ainfo -> ai_addr ,  len )  ; ",Vulnerable Code
"memcpy ( COAP_OPTION_DATA ( *option )  ,  data ,  length )  ; ",Vulnerable Code
"memcpy ( buf ,  test_cases [i] .pack ,  test_cases [i] .pack_len )  ; ",Vulnerable Code
"memcpy ( addr -> s6_addr ,  ctx.s6_addr ,  prefix_options [context] .pfx_len / 8 )  ; ",Vulnerable Code
"memcpy ( data ,  readptr ,  r_len )  ; ",Vulnerable Code
"memcpy ( &new_sock -> r_ep.sin6_addr ,  &iph -> ip6_src ,  16 )  ; ",Vulnerable Code
"memcpy ( msg -> hdr.ip6_src.s6_addr ,  iface_addr ,  16 )  ; ",Vulnerable Code
"memcpy ( laddr.sin6_addr.s6_addr ,  iface_addr ,  16 )  ; ",Vulnerable Code
"memcpy ( output_file.s ,  optarg ,  output_file.length + 1 )  ; ",Vulnerable Code
"memcpy ( payload -> resource_key ,  key ,  sizeof ( coap_key_t )  )  ; ",Vulnerable Code
char TX_BUFFER [102520]  ; ,Vulnerable Code
char data [dlen]  ; ,Vulnerable Code
"char path [255]  = """" ; ",Vulnerable Code
"char vid [8]  = """" ; ",Vulnerable Code
"char pid [8]  = """" ; ",Vulnerable Code
"char location [10]  = """" ; ",Vulnerable Code
"void sim_log_debug ( uint16_t id ,  char* string ,  const char* format ,  ... )   {  va_list args ;  int i ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( i  =  0 ;  i < outputs[id].num ;  i++ )   {  FILE* file  =  outputs[id].files[i] ;  va_start ( args ,  format )  ;  fprintf ( file ,  ""%s DEBUG  ( %i ) : "" ,  sim_time_string (  )  ,   ( int ) sim_node (  )  )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",Vulnerable Code
"void sim_log_error ( uint16_t id ,  char* string ,  const char* format ,  ... )   {  va_list args ;  int i ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( i  =  0 ;  i < outputs[id].num ;  i++ )   {  FILE* file  =  outputs[id].files[i] ;  va_start ( args ,  format )  ;  fprintf ( file ,  ""ERROR  ( %i ) : "" ,   ( int ) sim_node (  )  )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",Vulnerable Code
"void sim_log_debug_clear ( uint16_t id ,  char* string ,  const char* format ,  ... )   {  va_list args ;  int i ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( i  =  0 ;  i < outputs[id].num ;  i++ )   {  FILE* file  =  outputs[id].files[i] ;  va_start ( args ,  format )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",Vulnerable Code
"void Thread1_start ( void *arg )   {  message_t msg1 ;  for (  ;  ;  )   {  while  ( RadioSend ( AM_BROADCAST_ADDR ,  &msg1 ,  0 ,  21 )   =  =  EBUSY )   { } led1Off (  )  ;  if ( RadioReceive ( &msg1 ,  5000 ,  21 )   =  =  SUCCESS )   {  led1On (  )  ;  } thread_sleep ( 500 )  ;  } }",Benign Code
char print_buf [256]  ; ,Vulnerable Code
char addr_buf [32]  ; ,Vulnerable Code
char data [20]  ; ,Vulnerable Code
char *data  [i] ,Vulnerable Code
char uri [MAX_URL_LENGTH]  ; ,Vulnerable Code
char name [MAX_SENSOR_NAME_LENGTH]  ; ,Vulnerable Code
char TX_BUFFER [150]  ; ,Vulnerable Code
"CU_pSuite t_init_uri_tests ( void )   {  CU_pSuite suite ;  suite  =  CU_add_suite ( ""uri parser"" ,  NULL ,  NULL )  ;  if  ( !suite )   {  fprintf ( stderr ,  ""test suite  ( %s ) \n"" ,  CU_get_error_msg (  )  )  ;  return NULL ;  } return suite ;  }",Benign Code
"void tosthread_main ( void* arg )   {  tosthread_create ( &init ,  init_thread ,  NULL ,  INIT_STACK_SIZE )  ;  }",Benign Code
void init_thread ( void* arg )   {  for (  ;  ;  )   {  tosthread_join ( &blink0 )  ;  tosthread_join ( &blink1 )  ;  led2Toggle (  )  ;  } },Benign Code
"void log_debug ( uint16_t id ,  char* string ,  const char* format )   {  va_list args ;  int k ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( k  =  0 ;  k < outputs[id].num ;  k++ )   {  FILE* file  =  outputs[id].files[k] ;  va_start ( args ,  format )  ;  fprintf ( file ,  ""%s DEBUG  ( %k ) : "" ,  sim_time_string (  )  ,   ( int ) sim_node (  )  )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",Vulnerable Code
"void log_error ( uint16_t id ,  char* string ,  const char* format )   {  va_list args ;  int k ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( k  =  0 ;  k < outputs[id].num ;  k++ )   {  FILE* file  =  outputs[id].files[k] ;  va_start ( args ,  format )  ;  fprintf ( file ,  ""ERROR  ( %k ) : "" ,   ( int ) sim_node (  )  )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",Vulnerable Code
 if ( *read_ID ! =  -1 )   {  break ;   }  else if (  ( *read_ID  =  =  -1 )  &&  ( error_no  =  =  EAGAIN )  )   {  serial_delay ( 1000000 )  ;   } ,Vulnerable Code
 if ( *write_ID ! =  -1 )   {  break ;   }  else if (  ( *write_ID  =  =  -1 )  &&  ( error_no  =  =  EAGAIN )  )   {  serial_delay ( 1000000 )  ;   } ,Vulnerable Code
 if ( *readID ! =  -1 )   {  break ;   }  else if (  ( *readID  =  =  -1 )  &&  ( error_no  =  =  EAGAIN )  )   {  serial_delay ( 1000000 )  ;   } ,Vulnerable Code
if ( ERORRS  =  =  -1 )   {  *err  =  errno ;  return -1 ;   }  return ERRORS ;   } ,Vulnerable Code
if ( errS =  =  -1 )   {  *error  =  error_ID ;  return -1 ;   }  return errS ;   } ,Vulnerable Code
if ( ERORR  =  =  -1 )   {  *err  =  errno ;  return -1 ;   }  return ERROR ;   } ,Vulnerable Code
if ( err  =  =  -1 )   {  *error  =  error_ID ;  return -1 ;   }  return err ;   } ,Vulnerable Code
"if  ( Interface_ID ! =  0 )   {  memset ( Interface_ID ,  sizeof ( Interface_ID )  ,  0 )  ;   } ",Vulnerable Code
"if  ( pInterface_ID ! =  0 )   {  memset ( pInterface_ID ,  sizeof ( pInterface_ID )  ,  0 )  ;   } ",Vulnerable Code
"void t_parse_uri9 ( void )   {  char teststr []   =  ""http://example.com/%x"" ;  int result ;  coap_uri_t uri ;  result  =  coap_split_uri (  ( unsigned char * ) teststr ,  strlen ( teststr )  ,  &uri )  ;  if  ( result  <  0 )   {  CU_PASS ( ""detected non-coap URI"" )  ;  } else  {  CU_FAIL ( ""non-coap URI not recognized"" )  ;  } }",Benign Code
"void t_parse_uri4 ( void )   {  char teststr []   =  ""coap://:100000"" ;  int result ;  coap_uri_t uri ;  result  =  coap_split_uri (  ( unsigned char * ) teststr ,  strlen ( teststr )  ,  &uri )  ;  CU_ASSERT ( result  <  0 )  ;  }",Benign Code
"void t_parse_uri3 ( void )   {  int result ;  coap_uri_t uri ;  result  =  coap_split_uri (  ( unsigned char * ) teststr ,  strlen ( teststr )  ,  &uri )  ;  if  ( result  =  =  0 )   {  CU_ASSERT ( uri.host.length  =  =  9 )  ;  } else  {  CU_FAIL ( ""uri parser error"" )  ;  } }",Benign Code
unsigned char* pT_mp_ID ; ,Vulnerable Code
unsigned char keys_ID ; ,Vulnerable Code
const USBGenericDescription *pString ; ,Vulnerable Code
unsigned int last_Line_Start ; ,Vulnerable Code
unsigned char* pT_mp ; ,Vulnerable Code
unsigned char keys ; ,Vulnerable Code
"if  ( BIT_PE ( CS -> CTL0 ,  CS_CTL0_DCORES_OFS )  )   {  dcoConst  =  * (  ( float * )  &csInfo -> rDCOER_CONSTK_RSEL5 )  ;  calVal  =  csInfo -> rDCOER_FCAL_RSEL5 ;   } ",Vulnerable Code
else  {  dcoConst  =  * (  ( float * )  &csInformation -> rDCO_CONSTK_RSEL5 )  ;  calVal  =  csInformation  -> rDCO_FCAL_RSEL5 ;   } ,Vulnerable Code
"if  ( BIT_PE ( CS -> CTL0 ,  CS_CTL0_DCORES_OFS )  )   {  dcoConst  =  * (  ( float * )  &csInfo -> rDCOER_CONSTK_RSEL04 )  ;  calVal  =  csInfo -> rDCOER_FCAL_RSEL04 ;   } ",Vulnerable Code
"void bounceThread1_start ( void *arg )   {  message_t msg1 ;  for (  ;  ;  )   {  while  ( amRadioSend ( AM_BROADCAST_ADDR ,  &msg1 ,  0 ,  21 )   =  =  EBUSY )   { } led1Off (  )  ;  if ( amRadioReceive ( &msg1 ,  5000 ,  21 )   =  =  SUCCESS )   {  led1On (  )  ;  } tosthread_sleep ( 500 )  ;  } }",Benign Code
