code,isMalicious
"vscanf ( const char *__fmt ,  va_list __ap )  ; ",CWE-20
"sscanf ( const char *__buf ,  const char *__fmt ,  ... )  ; ",CWE-20
"getopt ( argc ,  argv ,  ""A : g : p : v : "" )  ) ",CWE-20
fgetc ( FILE * ONE __stream )  ; ,CWE-20
getc ( __stream )  fgetc ( __stream ) ,CWE-20
data_int  =  atoi (  _data  )  ; ,CWE-190
atoi ( argv [2]  ) ,CWE-190
atoi ( argv [3]  ) ,CWE-190
atoi ( argv [4]  ) ,CWE-190
DesiredFreq  =  atoi ( argv [0]  )  ; ,CWE-190
"vfprintf ( FILE * ONE __stream ,  const char * NTS __fmt ,  va_list __ap ) ",CWE-134
"printf ( const char * NTS __fmt ,  ... )  ; ",CWE-134
"memcpy ( uri -> resource_key ,  key ,  sizeof ( coap_key_t )  )  ; ",CWE-120
"memcpy ( payload -> data ,  data ,  len )  ; ",CWE-120
"memcpy ( test_payload -> data ,  data ,  len )  ; ",CWE-120
char uri [MAX_URI_LENGTH]  ; ,CWE-119
char TX_BUFFER [100000]  ; ,CWE-119
"vprintf ( const char * NTS __fmt ,  va_list __ap )  ; ",CWE-134
"sprintf ( char * NTS __s ,  const char * NTS __fmt ,  … )  ; ",CWE-134
printf ( print_buf )  ; ,CWE-134
"fprintf ( stderr , ldev )  ; ",CWE-134
"vsnprintf ( char *pStr ,  size_t length ,  const char *pFormat ,  va_list ap",CWE-134
"snprintf ( char * NTS __s ,  size_t __n ,  const char * NTS __fmt ,  ... )  ; ",CWE-134
"vsprintf ( char * NTS __s ,  const char * NTS __fmt ,  va_list ap )  ; ",CWE-134
"vsnprintf ( char * NTS __s ,  size_t __n ,  const char * NTS __fmt ,  va_list ap )  ; ",CWE-134
"memcpy ( writeptr ,  data ,  w_len )  ; ",CWE-120
"memcpy ( &msg -> ip6_hdr.ip6_dst ,  &sock -> r_ep.sin6_addr ,  16 )  ; ",CWE-120
"memcpy ( &msg -> ip6_hdr.ip6_dst ,  &iph -> ip6_src ,  16 )  ; ",CWE-120
"memcpy ( &this_conn -> r_ep.sin6_addr ,  &iph -> ip6_src ,  16 ) ",CWE-120
"fprintf ( FILE * ONE __stream ,  const char * NTS __fmt ,  ... )  ; ",CWE-134
"printf (  fmt ,  ""Reference"" ,  ""CommPort"" ,  ""Description""  )  ; ",CWE-134
"printf (  fmt ,  i -> id.c_str (  )  ,  comm.c_str (  )  ,  i -> info.c_str (  )   )  ; ",CWE-134
"printf ( FMT ,  args ... )   ; ",CWE-134
strlen  ( session -> value_1 ) ,CWE-126
strlen  ( reply ) ,CWE-126
strlen  ( session -> value_2 ) ,CWE-126
"memcpy ( &s -> peer ,  peer ,  sizeof ( coap_address_t )  )  ; ",CWE-120
"memcpy ( s -> token ,  request -> hdr -> token ,  request -> hdr -> token_length )  ; ",CWE-120
"memcpy ( &s -> id ,  &id ,  sizeof ( coap_tid_t )  )  ; ",CWE-120
"memcpy ( buf ,  "" ( unknown address type ) "" ,  min ( 22 ,  len )  )  ; ",CWE-120
strlen ( teststr ) ,CWE-126
strlen ( ptr ) ,CWE-126
strlen ( q )  ! =  0,CWE-126
strlen ( arg ) ,CWE-126
strlen ( INDEX ) ,CWE-126
"strlen ( coap_response_phrase ( response -> hdr -> code )  )  , ",CWE-126
strlen  ( me ) ,CWE-126
strlen  ( form ) ,CWE-126
"memcpy ( packet ,  &msg -> hdr ,  sizeof ( struct ip6_hdr )  )  ; ",CWE-120
"if  ( Interface ! =  0 )   {  memset ( Interface ,  sizeof ( Interface )  ,  0 )  ;   } ",CWE-687
"if  ( pInterface ! =  0 )   {  memset ( pInterface ,  sizeof ( pInterface )  ,  0 )  ;   } ",CWE-687
const USBGenericDescription_ID *pString ; ,CWE-398
unsigned int last_Line_Start ; ,CWE-398
int main ( void )   {  volatile uint32_t i ;  MAP_WDT_A_holdTimer (  )  ;  for  ( i  =  0 ;  i  <  32 ;  i++ )   {  dmaTxData [i]   =  0x80 + i ;  dmaRxData [i]   =  0x8f ;  } },Benign Code
"test ( void )   {  pSuite suite ;  suite  =  add_suite ( ""uri parser"" ,  NULL ,  NULL )  ;  if  ( !suite )   {  fprintf ( stderr ,  ""test suite  ( %s ) \n"" ,  get_error_msg (  )  )  ;  return NULL ;  } return suite ;  }",Benign Code
"void t_parse_uri8 ( void )   {  char teststr []   =  ""http://example.com/%7E%AB%13"" ;  int result ;  coap_uri_t uri ;  result  =  coap_split_uri (  ( unsigned char * ) teststr ,  strlen ( teststr )  ,  &uri )  ;  if  ( result  <  0 )   {  CU_PASS ( ""detected non-coap URI"" )  ;  } else  {  CU_FAIL ( ""non-coap URI not recognized"" )  ;  } }",Benign Code
"memcpy ( &my_addr ,  addr ,  sizeof ( struct in6_addr )  )  ; ",CWE-120
"memcpy ( packet ,  cur -> hdr.data ,  cur -> len )  ; ",CWE-120
"memcpy ( packet ,  msg -> data ,  msg -> data_len )  ; ",CWE-120
"memcpy ( &ifr6.ifr6_addr ,  addr ,  16 )  ; ",CWE-120
"memcpy ( packet ,  &msg -> ip6_hdr ,  sizeof ( struct ip6_hdr )  )  ; ",CWE-120
"void log_debug_clear ( uint16_t id ,  char* string ,  const char* format  )   {  va_list args ;  int k ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( k  =  0 ;  k < outputs[id].num ;  k++ )   {  FILE* file  =  outputs[id].files[k] ;  va_start ( args ,  format )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",CWE-664
"void s_log_debug ( uint16_t id ,  char* string ,  const char* format )   {  va_list args ;  int j ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( j  =  0 ;  j < outputs[id].num ;  j++ )   {  FILE* file  =  outputs[id].files[j] ;  va_start ( args ,  format )  ;  fprintf ( file ,  ""%s DEBUG  ( %i ) : "" ,  sim_time_string (  )  ,   ( int ) sim_node (  )  )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",CWE-664
"void s_log_error ( uint16_t id ,  char* string ,  const char* format )   {  va_list args ;  int j ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( j  =  0 ;  j < outputs[id].num ;  j++ )   {  FILE* file  =  outputs[id].files[j] ;  va_start ( args ,  format )  ;  fprintf ( file ,  ""ERROR  ( %j ) : "" ,   ( int ) sim_node (  )  )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",CWE-664
"void s_log_debug_clear ( uint16_t id ,  char* string ,  const char* format  )   {  va_list args ;  int j ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( j  =  0 ;  j < outputs[id].num ;  j++ )   {  FILE* file  =  outputs[id].files[j] ;  va_start ( args ,  format )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",CWE-664
"void tosthread_main ( void* arg )   {  tosthread_create ( &printf_thread ,  thread_run ,  NULL ,  200 )  ;  }",Benign Code
sf.process (  )  ;  throttle.initialize (  )  ;  while ( t->time (  )   <  600 * t->ticksPerSecond (  )  )   {  throttle.checkThrottle (  )  ;  sf.process (  )  ;  t->runNextEvent (  )  ;  } },Benign Code
void bind_thread ( void* arg )   {  int i ;  for ( x = 0 ;  x < 4 ;  x++ )   {  led1Toggle (  )  ;  tosthread_sleep ( 1000 )  ;  } },Benign Code
"int order_opts ( void *a ,  void *b )   {  if  ( !a || !b )  return a  <  b ? -1 : 1 ;  if  ( COAP_OPTION_KEY ( * ( coap_option * ) a )   <  COAP_OPTION_KEY ( * ( coap_option * ) b )  )  return -1 ;  return COAP_OPTION_KEY ( * ( coap_option * ) a )   =  =  COAP_OPTION_KEY ( * ( coap_option * ) b )  ;  }",Benign Code
"memcpy ( addrstr ,  server -> s ,  server -> length )  ; ",CWE-120
"memcpy ( addrstr ,  ""localhost"" ,  9 )  ; ",CWE-120
"memcpy ( dst ,  ainfo -> ai_addr ,  len )  ; ",CWE-120
"memcpy ( COAP_OPTION_DATA ( *option )  ,  data ,  length )  ; ",CWE-120
"memcpy ( buf ,  test_cases [i] .pack ,  test_cases [i] .pack_len )  ; ",CWE-120
"memcpy ( addr -> s6_addr ,  ctx.s6_addr ,  prefix_options [context] .pfx_len / 8 )  ; ",CWE-120
"memcpy ( data ,  readptr ,  r_len )  ; ",CWE-120
"memcpy ( &new_sock -> r_ep.sin6_addr ,  &iph -> ip6_src ,  16 )  ; ",CWE-120
"memcpy ( msg -> hdr.ip6_src.s6_addr ,  iface_addr ,  16 )  ; ",CWE-120
"memcpy ( laddr.sin6_addr.s6_addr ,  iface_addr ,  16 )  ; ",CWE-120
"memcpy ( output_file.s ,  optarg ,  output_file.length + 1 )  ; ",CWE-120
"memcpy ( payload -> resource_key ,  key ,  sizeof ( coap_key_t )  )  ; ",CWE-120
char TX_BUFFER [102520]  ; ,CWE-119
char data [dlen]  ; ,CWE-119
"char path [255]  = """" ; ",CWE-119
"char vid [8]  = """" ; ",CWE-119
"char pid [8]  = """" ; ",CWE-119
"char location [10]  = """" ; ",CWE-119
"void sim_log_debug ( uint16_t id ,  char* string ,  const char* format ,  ... )   {  va_list args ;  int i ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( i  =  0 ;  i < outputs[id].num ;  i++ )   {  FILE* file  =  outputs[id].files[i] ;  va_start ( args ,  format )  ;  fprintf ( file ,  ""%s DEBUG  ( %i ) : "" ,  sim_time_string (  )  ,   ( int ) sim_node (  )  )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",CWE-664
"void sim_log_error ( uint16_t id ,  char* string ,  const char* format ,  ... )   {  va_list args ;  int i ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( i  =  0 ;  i < outputs[id].num ;  i++ )   {  FILE* file  =  outputs[id].files[i] ;  va_start ( args ,  format )  ;  fprintf ( file ,  ""ERROR  ( %i ) : "" ,   ( int ) sim_node (  )  )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",CWE-664
"void sim_log_debug_clear ( uint16_t id ,  char* string ,  const char* format ,  ... )   {  va_list args ;  int i ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( i  =  0 ;  i < outputs[id].num ;  i++ )   {  FILE* file  =  outputs[id].files[i] ;  va_start ( args ,  format )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",CWE-664
"void Thread1_start ( void *arg )   {  message_t msg1 ;  for (  ;  ;  )   {  while  ( RadioSend ( AM_BROADCAST_ADDR ,  &msg1 ,  0 ,  21 )   =  =  EBUSY )   { } led1Off (  )  ;  if ( RadioReceive ( &msg1 ,  5000 ,  21 )   =  =  SUCCESS )   {  led1On (  )  ;  } thread_sleep ( 500 )  ;  } }",Benign Code
char print_buf [256]  ; ,CWE-119
char addr_buf [32]  ; ,CWE-119
char data [20]  ; ,CWE-119
char *data  [i] ,CWE-119
char uri [MAX_URL_LENGTH]  ; ,CWE-119
char name [MAX_SENSOR_NAME_LENGTH]  ; ,CWE-119
char TX_BUFFER [150]  ; ,CWE-119
"CU_pSuite t_init_uri_tests ( void )   {  CU_pSuite suite ;  suite  =  CU_add_suite ( ""uri parser"" ,  NULL ,  NULL )  ;  if  ( !suite )   {  fprintf ( stderr ,  ""test suite  ( %s ) \n"" ,  CU_get_error_msg (  )  )  ;  return NULL ;  } return suite ;  }",Benign Code
"void tosthread_main ( void* arg )   {  tosthread_create ( &init ,  init_thread ,  NULL ,  INIT_STACK_SIZE )  ;  }",Benign Code
void init_thread ( void* arg )   {  for (  ;  ;  )   {  tosthread_join ( &blink0 )  ;  tosthread_join ( &blink1 )  ;  led2Toggle (  )  ;  } },Benign Code
"void log_debug ( uint16_t id ,  char* string ,  const char* format )   {  va_list args ;  int k ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( k  =  0 ;  k < outputs[id].num ;  k++ )   {  FILE* file  =  outputs[id].files[k] ;  va_start ( args ,  format )  ;  fprintf ( file ,  ""%s DEBUG  ( %k ) : "" ,  sim_time_string (  )  ,   ( int ) sim_node (  )  )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",CWE-664
"void log_error ( uint16_t id ,  char* string ,  const char* format )   {  va_list args ;  int k ;  if  ( outputs[id].files  =  =  NULL )   {  fillInOutput ( id ,  string )  ;   }  for  ( k  =  0 ;  k < outputs[id].num ;  k++ )   {  FILE* file  =  outputs[id].files[k] ;  va_start ( args ,  format )  ;  fprintf ( file ,  ""ERROR  ( %k ) : "" ,   ( int ) sim_node (  )  )  ;  vfprintf ( file ,  format ,  args )  ;  fflush ( file )  ;   }   } ",CWE-664
 if ( *read_ID ! =  -1 )   {  break ;   }  else if (  ( *read_ID  =  =  -1 )  &&  ( error_no  =  =  EAGAIN )  )   {  serial_delay ( 1000000 )  ;   } ,CWE-571
 if ( *write_ID ! =  -1 )   {  break ;   }  else if (  ( *write_ID  =  =  -1 )  &&  ( error_no  =  =  EAGAIN )  )   {  serial_delay ( 1000000 )  ;   } ,CWE-571
 if ( *readID ! =  -1 )   {  break ;   }  else if (  ( *readID  =  =  -1 )  &&  ( error_no  =  =  EAGAIN )  )   {  serial_delay ( 1000000 )  ;   } ,CWE-571
if ( ERORRS  =  =  -1 )   {  *err  =  errno ;  return -1 ;   }  return ERRORS ;   } ,CWE-457
if ( errS =  =  -1 )   {  *error  =  error_ID ;  return -1 ;   }  return errS ;   } ,CWE-457
if ( ERORR  =  =  -1 )   {  *err  =  errno ;  return -1 ;   }  return ERROR ;   } ,CWE-457
if ( err  =  =  -1 )   {  *error  =  error_ID ;  return -1 ;   }  return err ;   } ,CWE-457
"if  ( Interface_ID ! =  0 )   {  memset ( Interface_ID ,  sizeof ( Interface_ID )  ,  0 )  ;   } ",CWE-687
"if  ( pInterface_ID ! =  0 )   {  memset ( pInterface_ID ,  sizeof ( pInterface_ID )  ,  0 )  ;   } ",CWE-687
"void t_parse_uri9 ( void )   {  char teststr []   =  ""http://example.com/%x"" ;  int result ;  coap_uri_t uri ;  result  =  coap_split_uri (  ( unsigned char * ) teststr ,  strlen ( teststr )  ,  &uri )  ;  if  ( result  <  0 )   {  CU_PASS ( ""detected non-coap URI"" )  ;  } else  {  CU_FAIL ( ""non-coap URI not recognized"" )  ;  } }",Benign Code
"void t_parse_uri4 ( void )   {  char teststr []   =  ""coap://:100000"" ;  int result ;  coap_uri_t uri ;  result  =  coap_split_uri (  ( unsigned char * ) teststr ,  strlen ( teststr )  ,  &uri )  ;  CU_ASSERT ( result  <  0 )  ;  }",Benign Code
"void t_parse_uri3 ( void )   {  int result ;  coap_uri_t uri ;  result  =  coap_split_uri (  ( unsigned char * ) teststr ,  strlen ( teststr )  ,  &uri )  ;  if  ( result  =  =  0 )   {  CU_ASSERT ( uri.host.length  =  =  9 )  ;  } else  {  CU_FAIL ( ""uri parser error"" )  ;  } }",Benign Code
unsigned char* pT_mp_ID ; ,CWE-398
unsigned char keys_ID ; ,CWE-398
const USBGenericDescription *pString ; ,CWE-398
unsigned int last_Line_Start ; ,CWE-398
unsigned char* pT_mp ; ,CWE-398
unsigned char keys ; ,CWE-398
"if  ( BIT_PE ( CS -> CTL0 ,  CS_CTL0_DCORES_OFS )  )   {  dcoConst  =  * (  ( float * )  &csInfo -> rDCOER_CONSTK_RSEL5 )  ;  calVal  =  csInfo -> rDCOER_FCAL_RSEL5 ;   } ",CWE-704
else  {  dcoConst  =  * (  ( float * )  &csInformation -> rDCO_CONSTK_RSEL5 )  ;  calVal  =  csInformation  -> rDCO_FCAL_RSEL5 ;   } ,CWE-704
"if  ( BIT_PE ( CS -> CTL0 ,  CS_CTL0_DCORES_OFS )  )   {  dcoConst  =  * (  ( float * )  &csInfo -> rDCOER_CONSTK_RSEL04 )  ;  calVal  =  csInfo -> rDCOER_FCAL_RSEL04 ;   } ",CWE-704
"void bounceThread1_start ( void *arg )   {  message_t msg1 ;  for (  ;  ;  )   {  while  ( amRadioSend ( AM_BROADCAST_ADDR ,  &msg1 ,  0 ,  21 )   =  =  EBUSY )   { } led1Off (  )  ;  if ( amRadioReceive ( &msg1 ,  5000 ,  21 )   =  =  SUCCESS )   {  led1On (  )  ;  } tosthread_sleep ( 500 )  ;  } }",Benign Code
